TP_ABRANGENCIA;SG_UF;DS_CARGO;DS_SITUACAO_CANDIDATURA;TP_AGREMIACAO;SG_UF_NASCIMENTO;NR_IDADE_DATA_POSSE;DS_GENERO;DS_GRAU_INSTRUCAO;DS_ESTADO_CIVIL;;;;DS_COR_RACA;ST_REELEICAO;ST_DECLARAR_BENS
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;PE;52;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;RJ;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;RJ;56;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PRETA;N;N
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;PA;50;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;MG;DEPUTADO ESTADUAL;INAPTO;COLIGAÇÃO;MG;65;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);;;;PRETA;N;N
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;SP;49;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;BA;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;BA;46;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;GO;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SC;61;MASCULINO;SUPERIOR COMPLETO;SEPARADO(A) JUDICIALMENTE;;;;BRANCA;N;S
ESTADUAL;BA;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;BA;38;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;PA;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;PA;52;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;AM;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MA;55;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;66;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;DIVORCIADO(A);;;;PARDA;N;N
ESTADUAL;PE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SP;35;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;AP;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MA;64;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;AM;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;AM;34;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;DF;DEPUTADO FEDERAL;INAPTO;PARTIDO ISOLADO;DF;38;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PRETA;N;S
ESTADUAL;AL;2º SUPLENTE;INAPTO;COLIGAÇÃO;SP;42;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SP;50;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;ES;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;ES;39;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;CE;DEPUTADO ESTADUAL;INAPTO;PARTIDO ISOLADO;CE;29;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;SE;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;SE;46;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;AC;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;AC;21;FEMININO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;SP;DEPUTADO FEDERAL;INAPTO;PARTIDO ISOLADO;GO;35;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PRETA;N;N
ESTADUAL;RO;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MG;54;FEMININO;ENSINO FUNDAMENTAL COMPLETO;DIVORCIADO(A);;;;PARDA;N;N
ESTADUAL;RS;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RS;52;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RS;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RS;48;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;DF;DEPUTADO DISTRITAL;APTO;PARTIDO ISOLADO;PI;51;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;48;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PRETA;N;N
ESTADUAL;PR;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;PR;40;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;PE;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;PE;56;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;SE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;BA;46;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;PR;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SC;74;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;DIVORCIADO(A);;;;BRANCA;N;N
ESTADUAL;RN;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RN;36;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;SP;46;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;DF;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;ZZ;59;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;65;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;PR;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;PR;50;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;GO;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;DF;31;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;40;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;AC;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;AC;42;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;S;S
ESTADUAL;RS;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RS;41;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;GO;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;GO;68;MASCULINO;SUPERIOR COMPLETO;VIÚVO(A);;;;PARDA;N;N
ESTADUAL;BA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SP;40;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PRETA;N;S
ESTADUAL;RN;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RN;36;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;GO;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;GO;41;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;GO;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;GO;47;FEMININO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;BA;61;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PRETA;N;N
ESTADUAL;MA;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MA;63;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;MT;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PR;42;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RO;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;RO;41;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;AP;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RN;50;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;RO;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;RO;32;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MG;45;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;PE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PE;40;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;PE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PB;40;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;SC;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PE;28;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;RS;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RS;53;FEMININO;ENSINO MÉDIO COMPLETO;SEPARADO(A) JUDICIALMENTE;;;;BRANCA;N;N
ESTADUAL;AM;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MA;42;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;BA;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;BA;58;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;DF;DEPUTADO DISTRITAL;APTO;PARTIDO ISOLADO;GO;47;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;PRETA;N;S
ESTADUAL;MA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MA;77;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;BA;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;BA;44;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MG;42;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;SC;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RS;38;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;MG;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;MG;50;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;AP;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;AP;35;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;48;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;MG;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;MG;42;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;BA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;BA;48;MASCULINO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;SE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SE;63;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;CE;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;CE;60;FEMININO;SUPERIOR COMPLETO;VIÚVO(A);;;;BRANCA;N;N
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RJ;42;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RJ;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;RJ;52;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;RO;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;SP;52;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;AP;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;PA;39;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;ES;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;ES;54;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;S;S
ESTADUAL;PA;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;PA;58;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);;;;PRETA;N;N
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MG;38;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;DF;DEPUTADO DISTRITAL;APTO;COLIGAÇÃO;GO;39;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;61;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;PE;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;PE;40;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;RN;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RN;61;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;PE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PE;27;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;CE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;CE;50;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;RJ;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;RJ;46;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;CE;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;CE;54;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;MS;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RJ;49;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;S;S
ESTADUAL;RS;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RS;30;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SP;39;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RJ;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;RJ;56;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PRETA;N;N
ESTADUAL;DF;DEPUTADO DISTRITAL;APTO;PARTIDO ISOLADO;DF;44;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);;;;PRETA;N;N
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MG;52;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;RR;DEPUTADO ESTADUAL;INAPTO;COLIGAÇÃO;MA;31;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;MG;DEPUTADO FEDERAL;INAPTO;COLIGAÇÃO;MG;37;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;MG;DEPUTADO FEDERAL;INAPTO;COLIGAÇÃO;MG;52;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;PARDA;N;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;INAPTO;PARTIDO ISOLADO;RJ;48;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;PR;DEPUTADO ESTADUAL;INAPTO;PARTIDO ISOLADO;PR;67;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;BA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;BA;41;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
FEDERAL;BR;VICE-PRESIDENTE;APTO;COLIGAÇÃO;RS;37;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;INAPTO;PARTIDO ISOLADO;RJ;35;FEMININO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;DF;DEPUTADO FEDERAL;INAPTO;COLIGAÇÃO;MG;51;FEMININO;ENSINO MÉDIO COMPLETO;VIÚVO(A);;;;PARDA;N;N
ESTADUAL;AC;DEPUTADO ESTADUAL;INAPTO;COLIGAÇÃO;AC;19;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;RO;SENADOR;INAPTO;PARTIDO ISOLADO;RO;43;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;ES;DEPUTADO ESTADUAL;INAPTO;COLIGAÇÃO;ES;55;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;PARDA;N;S
ESTADUAL;BA;DEPUTADO ESTADUAL;INAPTO;COLIGAÇÃO;BA;33;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;RR;DEPUTADO FEDERAL;INAPTO;COLIGAÇÃO;RR;60;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;PARDA;N;N
ESTADUAL;DF;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;MG;65;MASCULINO;SUPERIOR COMPLETO;SEPARADO(A) JUDICIALMENTE;;;;BRANCA;N;N
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MG;41;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);;;;PRETA;N;S
ESTADUAL;RJ;DEPUTADO FEDERAL;INAPTO;PARTIDO ISOLADO;RJ;63;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;RJ;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;RJ;63;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;DF;DEPUTADO DISTRITAL;APTO;PARTIDO ISOLADO;DF;58;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;SC;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SC;48;FEMININO;SUPERIOR INCOMPLETO;DIVORCIADO(A);;;;BRANCA;N;N
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RJ;45;FEMININO;LÊ E ESCREVE;CASADO(A);;;;BRANCA;N;N
ESTADUAL;AM;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;AM;43;FEMININO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;PR;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;PR;46;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;51;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;SP;46;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MG;46;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);;;;PRETA;N;N
ESTADUAL;MG;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;MA;65;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PRETA;N;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;25;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;MG;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;RJ;70;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;PA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MG;48;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);;;;PARDA;S;S
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;SP;43;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;BA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RN;57;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;BRANCA;N;N
ESTADUAL;RJ;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;SP;41;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RJ;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;RJ;46;FEMININO;SUPERIOR INCOMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;MG;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;MG;47;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;GO;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;GO;36;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;RO;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MT;42;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PRETA;N;S
ESTADUAL;RO;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RO;45;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RS;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;RS;53;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;RS;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;RS;43;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;RS;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RS;48;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;CE;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;CE;53;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;S;S
ESTADUAL;MG;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;MG;42;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;SE;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;SE;52;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;42;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);;;;PARDA;N;N
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MG;59;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;PR;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PR;39;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;SP;63;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;AL;DEPUTADO ESTADUAL;INAPTO;COLIGAÇÃO;AL;54;FEMININO;ENSINO MÉDIO COMPLETO;VIÚVO(A);;;;PARDA;N;N
ESTADUAL;PB;DEPUTADO ESTADUAL;INAPTO;COLIGAÇÃO;PA;58;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);;;;BRANCA;N;N
ESTADUAL;RO;DEPUTADO ESTADUAL;INAPTO;COLIGAÇÃO;AM;40;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;RJ;DEPUTADO FEDERAL;INAPTO;PARTIDO ISOLADO;MG;37;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RR;DEPUTADO ESTADUAL;INAPTO;COLIGAÇÃO;MA;61;FEMININO;LÊ E ESCREVE;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;RS;DEPUTADO FEDERAL;INAPTO;COLIGAÇÃO;RS;48;FEMININO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;CE;2º SUPLENTE;INAPTO;PARTIDO ISOLADO;CE;44;FEMININO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MG;54;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MG;37;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;AP;DEPUTADO FEDERAL;INAPTO;COLIGAÇÃO;PA;35;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;CE;DEPUTADO FEDERAL;INAPTO;COLIGAÇÃO;CE;69;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
